Object,Attribute,Type,Required,Size,Pattern,Example,Description,Constraints
ShippingInstructions,"requestedCarrierCertificates","string list",,maxLength=100,,,"Certificate(s) requested by the Shipper for the Carrier to include as part of the shipment documentation pack
Item description:
Name of the certificate. Detailed information about carrier certificates can be found [here](https://dcsa.org/wp-content/uploads/2023/12/28-12-2023_Carrier-Certificates-shipment-voyage-particulars-and-vessel-particulars.pdf). Possible values are:
- `SHIPMENT_VOYAGE_PARTICULARS_1` (Shipment-Voyage Particulars 1)
- `SHIPMENT_VOYAGE_PARTICULARS_2` (Shipment-Voyage Particulars 2)
- `SHIPMENT_VOYAGE_PARTICULARS_3` (Shipment-Voyage Particulars 3)
- `SHIPMENT_VOYAGE_PARTICULARS_4` (Shipment-Voyage Particulars 4)
- `SHIPMENT_VOYAGE_PARTICULARS_5` (Shipment-Voyage Particulars 5)
- `SHIPMENT_VOYAGE_PARTICULARS_6` (Shipment-Voyage Particulars 6)
- `SHIPMENT_VOYAGE_PARTICULARS_7` (Shipment-Voyage Particulars 7)
- `VESSEL_PARTICULARS_1` (Vessel Particulars 1)
- `VESSEL_PARTICULARS_2` (Vessel Particulars 2)
- `VESSEL_PARTICULARS_3` (Vessel Particulars 3)
- `VESSEL_PARTICULARS_4` (Vessel Particulars 4)
- `VESSEL_PARTICULARS_5` (Vessel Particulars 5)
- `VESSEL_PARTICULARS_6` (Vessel Particulars 6)
- `VESSEL_PARTICULARS_7` (Vessel Particulars 7)
- `VESSEL_PARTICULARS_8` (Vessel Particulars 8)
- `VESSEL_PARTICULARS_9` (Vessel Particulars 9)
- `VESSEL_PARTICULARS_10` (Vessel Particulars 10)
- `VESSEL_PARTICULARS_11` (Vessel Particulars 11)
- `VESSEL_PARTICULARS_12` (Vessel Particulars 12)
- `VESSEL_PARTICULARS_13` (Vessel Particulars 13)
- `VESSEL_PARTICULARS_14` (Vessel Particulars 14)
- `VESSEL_PARTICULARS_15` (Vessel Particulars 15)
- `VESSEL_PARTICULARS_16` (Vessel Particulars 16)
- `VESSEL_PARTICULARS_17` (Vessel Particulars 17)
- `VESSEL_PARTICULARS_18` (Vessel Particulars 18)
",
ShippingInstructions,requestedCarrierClauses,"string list",,maxLength=100,,,"Clauses requested by the Shipper for the Carrier to include in the `Transport Document` `Carrier clauses`
Item description:
A clause to request from the carrier. Detailed information about the carrier clauses can be found [here](https://dcsa-website.cdn.prismic.io/dcsa-website/ZvaCMbVsGrYSwERk_202409StandardisedClausesBL-Final.pdf). Possible values are:
- `CARGO_CARGOSPECIFICS` (Cargo/Cargo specifics)
- `VESSELCONVEYANCE_COUNTRYSPECIFIC` (Vessel conveyance/Country Specific)
- `CARGO_RETURNOFEMPTYCONTAINER` (Cargo/Return of Empty Container)
- `CARGO_CARGOVALUE` (Cargo/Cargo value)
- `CARGO_REEFERTEMPERATURE` (Cargo/Reefer temperature)
- `CARGO_CONFLICTINGTEMPERATURES_MIXEDLOADS` (Cargo/Conflicting temperatures/Mixed loads)
- `SHIPPERSLOADSTOWWEIGHTANDCOUNT` (Shipper's Load, Stow, Weight and Count)
- `INTRANSITCLAUSE` (In transit clause)
",
ShippingInstructions,"shippingInstructionsReference",string,,maxLength=100,"^\S(?:.*\S)?$","e0559d83-00e2-438e-afd9-fdd610c1a008","The identifier for a `Shipping Instructions` provided by the carrier for system purposes.",
ShippingInstructions,"shippingInstructionsStatus",string,yes,maxLength=50,,RECEIVED,"The status of the `Shipping Instructions`. Possible values are:
- `RECEIVED` (Shipping Instructions has been received)
- `PENDING_UPDATE` (An update is required to the Shipping Instructions)
- `COMPLETED` (The Shipping Instructions can no longer be modified - the related Transport Document has been surrendered for delivery)",
ShippingInstructions,"transportDocumentReference",string,,maxLength=20,"^\S(?:.*\S)?$",HHL71800000,"A unique number allocated by the shipping line to the transport document and the main number used for the tracking of the status of the shipment.",
ShippingInstructions,"transportDocumentTypeCode",string,yes,,,SWB,"Specifies the type of the transport document
- `BOL` (Bill of Lading)
- `SWB` (Sea Waybill)",
ShippingInstructions,"updatedShippingInstructionsStatus",string,,maxLength=50,,UPDATE_RECEIVED,"The status of the latest update to the `Shipping Instructions`. If no update has been requested - then this field is empty. Possible values are:
- `UPDATE_RECEIVED` (An update to a Shipping Instructions is waiting to be processed)
- `UPDATE_CONFIRMED` (An update to a Shipping Instructions has been confirmed)
- `UPDATE_CANCELLED` (An update to a Shipping Instructions is discontinued by consumer)
- `UPDATE_DECLINED` (An update to a Shipping Instructions is discontinued by provider)",
ShippingInstructions,"utilizedTransportEquipments","UtilizedTransportEquipmentShipper list",yes,minItems=1,,,"A list of `Utilized Transport Equipments` describing the equipment being used.",
"ShippingInstructionsRequestor",address,PartyAddress,,,,,"Address where the party is located. Includes street details, postal info, and country/UN location codes.",
"ShippingInstructionsRequestor",identifyingCodes,"IdentifyingCode list",,,,,,
"ShippingInstructionsRequestor",partyContactDetails,"PartyContactDetail list",,,,,"A list of contact details",
"ShippingInstructionsRequestor",partyName,string,yes,maxLength=70,"^\S(?:.*\S)?$","Asseco Denmark","Name of the party.",
SupportingDocument,content,"string(byte)",yes,,,"iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAGaSURBVDhPnZO/S0JRFMe/zygxwgqcfZtz0N7SFNgPaKlJpTFLCqwotV9qRYN/gIOL1FK22NISWUNT0BTUkNLgIL2iHxYRnc697/kKzdA+cOD8uOec77uXB/oHngMPnd2eSb/pAf5DP2EWhGlQ8ChIikiiQa7vruFacwHdHHwC9nY7mhqgRBTdsbDdA/nVvHQbYnxvHHhnp4XtFZjon4DapTam4Lx4jt7NXlO6WEsreltDA5RFlt4qHDaWXlgrwNnplDX5CcWnIo5vjmWimsGdQV7HjjjJ0gMDAbNZopU1wgwfmQSlL9JCkEkunyMEuLbMFgZZ161G5RsFES5WNrC8lC8Fb49XDlcWWLNVOHqttFGCo90haxUsyeEk8GhEfEm+lA/ZqyyGdof0ocJegMhIpKZZIC8xfhLH0v6SfstCzRubeK42tg9Od3RDm9c4qMV8hWguinAmDHTJvC5bVB6A8nYZtlabTFcjX0EQ6gshNhqTDSbPQGIsUbdZIhT8ZOt0izDFu+dAakI1svX59W/MXGbIveM2or8g+gL+Fn3DwcYf+gAAAABJRU5ErkJggg==","The actual contents of the visual rendering.",
SupportingDocument,contentType,string,,maxLength=100,,application/msword,"The `Media Type` of the content being transmitted as defined by [Iana](https://www.iana.org/assignments/media-types/media-types.xhtml). Can be left out if the content is `application/pdf` (PDF).

**Condition:** This property is mandatory to provide if it differs from `application/pdf`",
SupportingDocument,name,string,yes,maxLength=100,,"Carrier rendered copy of the EBL.pdf",,
TareWeight,unit,string,yes,,,KGM,"The unit of measure which can be expressed in imperial or metric terms
- `KGM` (Kilograms)
- `LBR` (Pounds)",
TareWeight,value,number,yes,minimum=0,,4800,"The weight of an empty container (gross container weight).",
TaxLegalReference,countryCode,string,yes,"minLength=2
maxLength=2","^[A-Z]{2}$",IN,"The 2 characters for the country code using [ISO 3166-1 alpha-2](https://www.iso.org/obp/ui/#iso:pub:PUB500001:en)",
TaxLegalReference,type,string,yes,maxLength=50,"^\S(?:.*\S)?$",PAN,"The reference type code as defined by the relevant tax and/or legal authority.",
TaxLegalReference,value,string,yes,maxLength=35,"^\S(?:.*\S)?$",AAAAA0000A,"The value of the `taxLegalReference`",
TransportDocument,"cargoMovementTypeAtDestination",string,yes,maxLength=3,,FCL,"Refers to the shipment term at the **unloading** of the cargo out of the container. Possible values are:

- `FCL` (Full Container Load)
- `LCL` (Less than Container Load)",
TransportDocument,"cargoMovementTypeAtOrigin",string,yes,maxLength=3,,FCL,"Refers to the shipment term at the **loading** of the cargo into the container. Possible values are:

- `FCL` (Full Container Load)
- `LCL` (Less than Container Load)",
TransportDocument,carrierClauses,"string list",,maxLength=20000,"^\S(?:.*\S)?$",,"Additional clauses for a specific shipment added by the carrier to the Bill of Lading, subject to local rules / guidelines or certain mandatory information required to be shared with the customer.
Item description:
The content of the clause.",
TransportDocument,carrierCode,string,yes,maxLength=4,"^\S+$",MMCU,"The `SCAC` code (provided by [NMFTA](https://nmfta.org/scac/)) or `SMDG` code (provided by [SMDG](https://smdg.org/documents/smdg-code-lists/smdg-liner-code-list/)) of the issuing carrier of the `Transport Document`. `carrierCodeListProvider` defines which list the `carrierCode` is based upon.",
TransportDocument,carrierCodeListProvider,string,yes,,,NMFTA,"The code list provider for the `carrierCode`. Possible values are:
- `SMDG` (Ship Message Design Group)
- `NMFTA` (National Motor Freight Traffic Association)",
TransportDocument,charges,"Charge list",,,,,"A list of `Charges`",
TransportDocument,consignmentItems,"ConsignmentItem list",yes,minItems=1,,,"A list of `ConsignmentItems`",
TransportDocument,"contractQuotationReference",string,,maxLength=35,"^\S(?:.*\S)?$",HHL1401,"Information provided by the shipper to identify whether pricing for the shipment has been agreed via a contract or a quotation reference.",
TransportDocument,customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
TransportDocument,declaredValue,number,,minimum=0,,1231.1,"The value of the cargo that the shipper declares in order to avoid the carrier's limitation of liability and ""Ad Valorem"" freight, i.e., freight which is calculated based on the value of the goods declared by the shipper.

**Condition:** Included in the transport document upon customer request. If customers want the value to show, evidence is required, and customers need to approve additional insurance fee charge from the carrier (very exceptional).",
TransportDocument,declaredValueCurrency,string,,"minLength=3
maxLength=3","^[A-Z]{3}$",DKK,"The currency used for the declared value, using the 3-character code defined by [ISO 4217](https://www.iso.org/iso-4217-currency-codes.html).

**Condition:** Mandatory if `declaredValue` is provided. If `declaredValue` is not provided, this field must be empty.",
TransportDocument,"deliveryTypeAtDestination",string,yes,maxLength=3,,CY,"Indicates the type of service offered at `Destination`. The options are:

- `CY` (Container yard (incl. rail ramp))
- `SD` (Store Door)
- `CFS` (Container Freight Station)",
TransportDocument,"displayedNameForPlaceOfDelivery","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Place of Delivery` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
TransportDocument,"displayedNameForPlaceOfReceipt","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Place of Receipt` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
TransportDocument,"displayedNameForPortOfDischarge","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Port of Discharge` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
TransportDocument,"displayedNameForPortOfLoad","string list",,"maxItems=5
maxLength=35",,,"The name to be used in order to specify how the `Port of Load` should be displayed on the `Transport Document` to match the name and/or address provided on the `Letter of Credit`.

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
A line of the address to be displayed on the transport document.",
TransportDocument,"displayedShippedOnBoardReceivedForShipment",string,,maxLength=250,"^\S(?:.*\S)?$","Received for Shipment CMA CGM CONCORDE 28-Jul-2022...","The text to be displayed on the `Transport Document` as evidence that the goods have been received for shipment or shipped on board.",
TransportDocument,documentParties,DocumentParties,yes,,,,"All `Parties` with associated roles.",
TransportDocument,exportLicense,ExportLicense,,,,,"`Export License` requirements.

Condition: Included if the property is provided in the `Shipping Instructions.`",
TransportDocument,freightPaymentTermCode,string,,,,PRE,"An indicator of whether freight and ancillary fees for the main transport are prepaid (`PRE`) or collect (`COL`). When prepaid the charges are the responsibility of the shipper or the Invoice payer on behalf of the shipper (if provided). When collect, the charges are the responsibility of the consignee or the Invoice payer on behalf of the consignee (if provided).

- `PRE` (Prepaid)
- `COL` (Collect)",
TransportDocument,importLicense,ImportLicense,,,,,"`Import License` requirements.

Condition: Included if the property is provided in the `Shipping Instructions.`",
TransportDocument,invoicePayableAt,InvoicePayableAt,yes,,,,"Location where payment of ocean freight and charges for the main transport will take place by the customer. Can be a UN Location Code or free-text name.",
TransportDocument,isElectronic,boolean,yes,,,true,"An indicator whether the transport document is electronically transferred.",
TransportDocument,isShippedOnBoardType,boolean,yes,,,true,"Specifies whether the Transport Document is a received for shipment, or shipped on board.",
TransportDocument,issueDate,"string(date)",,,,2020-12-12,"Local date when the transport document has been issued.

Can be omitted on draft transport documents, but must be provided when the document has been issued.",
TransportDocument,isToOrder,boolean,yes,,,false,"Indicates whether the B/L is issued `to order` or not. If `true`, the B/L is considered negotiable and an Endorsee party can be defined in the Document parties. If no Endorsee is defined, the B/L is blank endorsed. If `false`, the B/L is considered non-negotiable (also referred to as `straight`).

`isToOrder` must be `false` if `transportDocumentTypeCode='SWB'` (Sea Waybill).",
TransportDocument,"numberOfCopiesWithCharges",integer,,minimum=0,,2,"The requested number of copies of the `Transport Document` to be issued by the carrier including charges.

**Conditions:** The following table defines the conditions for the `numberOfCopiesWithCharges` property:
| Transport Document Type Code | Is Electronic | Meaning |
|-------|:-------:|-------|
|`BOL`|`false`|How many paper copies of the Original BL to be issued by the carrier with charges|
|`BOL`|`true`|Not applicable, there are no copies|
|`SWB`|`false`|Indicates that charges should be included in the `SWB` (pdf or other formats)|
|`SWB`|`true`|Indicates that charges should be included in the electronic `SWB`|",
TransportDocument,"numberOfCopiesWithoutCharges",integer,,minimum=0,,2,"The requested number of copies of the `Transport Document` to be issued by the carrier **NOT** including charges.

**Conditions:** The following table defines the conditions for the `numberOfCopiesWithoutCharges` property:
| Transport Document Type Code | Is Electronic | Meaning |
|-------|:-------:|-------|
|`BOL`|`false`|How many paper copies of the Original BL to be issued by the carrier without charges|
|`BOL`|`true`|Not applicable, there are no copies|
|`SWB`|`false`|Indicates that charges should NOT be included in the `SWB` (pdf or other formats)|
|`SWB`|`true`|Indicates that charges NOT should be included in the electronic `SWB`|",
TransportDocument,"numberOfOriginalsWithCharges",integer,,minimum=0,,1,"Number of originals of the Bill of Lading that has been requested by the customer with charges.

**Condition:** Only applicable if `transportDocumentType` = `BOL` (Bill of Lading). If `isElectronic = 'True'`, accepted value is `1` (one) or `0` (zero)",
TransportDocument,"numberOfOriginalsWithoutCharges",integer,,minimum=0,,1,"Number of originals of the Bill of Lading that has been requested by the customer without charges.

**Condition:** Only applicable if `transportDocumentType` = `BOL` (Bill of Lading). If `isElectronic = 'True'`, accepted value is `1` (one) or `0` (zero)",
TransportDocument,numberOfRiderPages,integer,,minimum=0,,2,"The number of additional pages required to contain the goods description on a transport document. Only applicable for physical transport documents.",
TransportDocument,partyContactDetails,"PartyContactDetail list",yes,minItems=1,,,"The contact details of the person(s) to contact in relation to the **Transport Document** (changes, notifications etc.)",
TransportDocument,placeOfIssue,PlaceOfIssue,,,,,"An object to capture where the original Transport Document (`Bill of Lading`) will be issued.

Condition: The location can be specified as one of `UN Location Code` or `CountryCode`, but not both.",
TransportDocument,receiptTypeAtOrigin,string,yes,maxLength=3,,CY,"Indicates the type of service offered at `Origin`. The options are:
- `CY` (Container yard (incl. rail ramp))
- `SD` (Store Door)
- `CFS` (Container Freight Station)",
TransportDocument,receivedForShipmentDate,"string(date)",,,,2020-12-12,"Date when the last container linked to the transport document is physically in the terminal (customers cleared against the intended vessel).

When provided on a transport document, the transportDocument is a `Received For Shipment` B/L.

Exactly one of `shippedOnBoard` and `receiveForShipmentDate` must be provided on an issued B/L.",
TransportDocument,references,"Reference list",,,,,"A list of `References`",
TransportDocument,serviceContractReference,string,,maxLength=30,,HHL51800000,"Reference number for agreement between shipper and carrier, which optionally includes a certain minimum quantity commitment (usually referred as “MQC”) of cargo that the shipper commits to over a fixed period, and the carrier commits to a certain rate or rate schedule.",
TransportDocument,shippedOnBoardDate,"string(date)",,,,2020-12-12,"Date when the last container that is linked to the transport document is physically loaded onboard the vessel indicated on the transport document.

When provided on a transport document, the transportDocument is a `Shipped On Board` B/L.

Exactly one of `shippedOnBoard` and `receiveForShipmentDate` must be provided on an issued B/L.",
TransportDocument,"shippingInstructionsReference",string,,maxLength=100,"^\S(?:.*\S)?$","e0559d83-00e2-438e-afd9-fdd610c1a008","The identifier for a `Shipping Instructions` provided by the carrier for system purposes.",
TransportDocument,termsAndConditions,string,yes,maxLength=50000,,"Any reference in...","Carrier terms and conditions of transport.",
TransportDocument,"transportDocumentReference",string,yes,maxLength=20,"^\S(?:.*\S)?$",HHL71800000,"A unique number allocated by the shipping line to the transport document and the main number used for the tracking of the status of the shipment.",
TransportDocument,transportDocumentStatus,string,yes,maxLength=50,,DRAFT,"The status of the `Transport Document`. Possible values are:
- DRAFT
- APPROVED
- ISSUED
- PENDING_SURRENDER_FOR_AMENDMENT
- SURRENDERED_FOR_AMENDMENT
- PENDING_SURRENDER_FOR_DELIVERY
- SURRENDERED_FOR_DELIVERY
- VOIDED",
TransportDocument,"transportDocumentSubReference",string,,maxLength=100,"^\S(?:.*\S)?$",Version_1,"Additional reference that can be optionally used alongside the `transportDocumentReference` in order to distinguish between versions of the same `Transport Document`.",
TransportDocument,"transportDocumentTypeCode",string,yes,,,SWB,"Specifies the type of the transport document
- `BOL` (Bill of Lading)
- `SWB` (Sea Waybill)",
TransportDocument,transports,Transports,yes,,,,"Transport information for the shipment including ports, places, and planned dates.",
TransportDocument,"utilizedTransportEquipments","UtilizedTransportEquipment list",yes,minItems=1,,,"A list of `Utilized Transport Equipments` describing the equipment being used.",
Transports,onCarriageBy,string,,maxLength=50,,TRUCK,"Mode of transportation for on-carriage when transport from the port of discharge is organized by the carrier. If this attributes is populated, then a Place of Delivery must also be defined. The currently supported values include:
- `VESSEL` (Vessel)
- `RAIL` (Rail)
- `TRUCK` (Truck)
- `BARGE` (Barge)
- `MULTIMODAL` (if multiple modes are used)",
Transports,onwardInlandRouting,OnwardInlandRouting,,,,,"Optional information about the onward inland routing.",
Transports,placeOfDelivery,PlaceOfDelivery,,,,,"The place where the carrier delivers the goods to the consignee.",
Transports,placeOfReceipt,PlaceOfReceipt,,,,,"The place where the carrier takes receipt of the goods for transportation.",
Transports,plannedArrivalDate,"string(date)",yes,,,2024-06-07,"The planned date of arrival.",
Transports,plannedDepartureDate,"string(date)",yes,,,2024-06-03,"The planned date of departure.",
Transports,portOfDischarge,PortOfDischarge,yes,,,,"The port where the cargo is discharged from the vessel.",
Transports,portOfLoading,PortOfLoading,yes,,,,"The port where the cargo is loaded onto the vessel.",
Transports,preCarriageBy,string,,maxLength=50,,RAIL,"Mode of transportation for pre-carriage when transport to the port of loading is organized by the carrier. If this attributes is populated, then a Place of Receipt must also be defined. The currently supported values include:
- `VESSEL` (Vessel)
- `RAIL` (Rail)
- `TRUCK` (Truck)
- `BARGE` (Barge)
- `MULTIMODAL` (if multiple modes are used)",
Transports,vesselVoyages,"VesselVoyage list",yes,minItems=1,,,"Allow the possibility to include multiple vessels/voyages in the `Transport Document` (e.g. the first sea going vessel and the mother vessel). At least one is mandatory to provide.",
"UtilizedTransportEquipment",activeReeferSettings,ActiveReeferSettings,,,,,"Active reefer settings applied to this equipment.",
"UtilizedTransportEquipment",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
"UtilizedTransportEquipment",equipment,Equipment,yes,,,,"The container or transport equipment used.",
"UtilizedTransportEquipment",isNonOperatingReefer,boolean,,,,false,"If the equipment is a Reefer Container then setting this attribute will indicate that the container should be treated as a `DRY` container.

**Condition:** Only applicable if `ISOEquipmentCode` shows a Reefer type.",
"UtilizedTransportEquipment",isShipperOwned,boolean,yes,,,true,"Indicates whether the container is shipper owned (SOC).",
"UtilizedTransportEquipment",references,"Reference list",,,,,"A list of `References`",
"UtilizedTransportEquipment",seals,"Seal list",yes,minItems=1,,,"A list of `Seals`",
"UtilizedTransportEquipment",shippingMarks,"string list",,"maxItems=50
maxLength=35",,,"A list of the `ShippingMarks` applicable to this `UtilizedTransportEquipment`

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer.
",
"UtilizedTransportEquipmentHBL",emptyIndicatorCode,string,yes,,,LADEN,"Indication if the container is `EMPTY` or `LADEN`.

- `EMPTY` (Empty)
- `LADEN` (Laden)",
"UtilizedTransportEquipmentHBL",equipmentReference,string,yes,maxLength=11,"^\S(?:.*\S)?$",APZU4812090,"The unique identifier for the equipment, which should follow the BIC ISO Container Identification Number where possible.
According to [ISO 6346](https://www.iso.org/standard/83558.html), a container identification code consists of a 4-letter prefix and a 7-digit number (composed of a 3-letter owner code, a category identifier, a serial number, and a check-digit).

If a container does not comply with [ISO 6346](https://www.iso.org/standard/83558.html), it is suggested to follow [Recommendation #2: Containers with non-ISO identification](https://smdg.org/documents/smdg-recommendations) from SMDG.",
"UtilizedTransportEquipmentHBL",ISOEquipmentCode,string,yes,maxLength=4,"^\S(?:.*\S)?$",22G1,"Unique code for the different equipment size and type used to transport commodities. The code can refer to one of ISO size type (e.g. 22G1) or ISO type group (e.g. 22GP) following the [ISO 6346](https://www.iso.org/standard/83558.html) standard.",
"UtilizedTransportEquipmentHBL",isShipperOwned,boolean,yes,,,false,"Indicates whether the container is shipper owned (SOC).",
"UtilizedTransportEquipmentHBL",seals,"Seal list",,minItems=1,,,"A list of `Seals`",
"UtilizedTransportEquipmentShipper",customsReferences,"CustomsReference list",,,,,"A list of `Customs references`",
"UtilizedTransportEquipmentShipper",emptyIndicatorCode,string,,,,LADEN,"Indication if the container is `EMPTY` or `LADEN`.

- `EMPTY` (Empty)
- `LADEN` (Laden)",
"UtilizedTransportEquipmentShipper",references,"Reference list",,,,,"A list of `References`",
"UtilizedTransportEquipmentShipper",seals,"Seal list",yes,minItems=1,,,"A list of `Seals`",
"UtilizedTransportEquipmentShipper",shippingMarks,"string list",,"maxItems=50
maxLength=35",,,"A list of the `ShippingMarks` applicable to this `UtilizedTransportEquipment`

**Condition:** The order of the items in this array **MUST** be preserved as by the provider of the API.
Item description:
The identifying details of a package or the actual markings that appear on the package(s). This information is provided by the customer.
",
VesselVoyage,"carrierExportVoyageNumber",string,yes,maxLength=50,"^\S(?:.*\S)?$",2103S,"The identifier of an export voyage. The carrier-specific identifier of the export Voyage.",
VesselVoyage,"universalExportVoyageReference",string,,"minLength=5
maxLength=5","^\d{2}[0-9A-Z]{2}[NEWSR]$",2103N,"A global unique voyage reference for the export Voyage, as per DCSA standard, agreed by VSA partners for the voyage. The voyage reference must match the regular expression pattern: `\d{2}[0-9A-Z]{2}[NEWSR]`
- `2 digits` for the year
- `2 alphanumeric characters` for the sequence number of the voyage
- `1 character` for the direction/haul (`N`orth, `E`ast, `W`est, `S`outh or `R`oundtrip).",
VesselVoyage,vesselName,string,yes,maxLength=50,"^\S(?:.*\S)?$","King of the Seas","The name of the first sea going Vessel on board which the cargo is loaded or intended to be loaded",
